area_construida,area_util,bairro,cep,condominio,data,descricao,id,municipio,n_quartos,preco,tipo,titulo,url,vagas_garagem 
,50,Planalto Boa Esperança,58065-057,R$ 0,2017-09-13,"Alugo apartamento proximo a Facene e Detran com 2 quartos 01 suite, 01 banheiro social, 01 cozinha americana e 01 vaga na garagem.zap 9884215-67 / 98617-1740",389628529,João Pessoa,2,350,Aluguel - apartamento padrão,Apartamento em Valaentina Prox. a Facene,http://pb.olx.com.br/paraiba/imoveis/apartamento-em-valaentina-prox-a-facene-389628529,1
,55,Ernesto Geisel,58075-000,R$ 70,2017-09-13,"02 quartos, área de serviço, cozinha americana, armário na pia, 3 andar, sala 02 ambientes.",389738372,João Pessoa,2,450,Aluguel - apartamento padrão,Apartamento Reformado,http://pb.olx.com.br/paraiba/imoveis/apartamento-reformado-389738372,
,50,Mangabeira,58057-306,,2017-09-13,2 Quartos sendo 1 Suíte Sala para 2 Ambientes1 Banheiro Social CozinhaÁrea de Serviço com Lavanderia1 Vaga de Garagem Condomínio Incluso.Térreo com quintalVenha Conhecer!,389460179,João Pessoa,2,650,Aluguel - apartamento padrão,Apartamento Térreo em Mangabeira - 2 quartos - Código: 1030,http://pb.olx.com.br/paraiba/imoveis/apartamento-terreo-em-mangabeira-2-quartos-codigo-1030-389460179,1
,,Castelo Branco,58050-580,,2017-09-13,Pensionato Feminino em frente à UFPBtemos vaga contato watzap 988079339,389691405,João Pessoa,,350,,Pensionato Feminino,http://pb.olx.com.br/paraiba/imoveis/pensionato-feminino-389691405,
,72,Jardim Cidade Universitária,58052-197,R$ 130,2017-09-13,"Apartamento no primeiro andar na principal dos Bancários, esquina com Armazém Paraíba e Farmácia Globo (ao valor do aluguel está inserido o valor do condomínio).",389762939,João Pessoa,3,900,Aluguel - apartamento padrão,Apartamento no Bairro Cidade Universitária 3 quartos,http://pb.olx.com.br/paraiba/imoveis/apartamento-no-bairro-cidade-universitaria-3-quartos-389762939,1
,83,Bancários,58051-650,,2017-09-13,"Se você estar buscando imóvel no bairro do Bancários. Acaba de encontrar.apartamento com 83 m² de área, sala para dois ambientes, 3 quartos, sendo um suíte, cozinha e banheiros com armários inferiores e varanda.Tudo isso para garantir o conforto da sua família. Agende já uma visita com um de nossos corretores. Maiores Informações: Evidence Imobiliária(83) 9 8854-1850 (Whats) (83) 3031-7700 Creci: 1806-J - 03/12/2017 - AP0330",389759646,João Pessoa,3,1000,Aluguel - apartamento padrão,"Apartamento residencial para locação, Bancários, João Pessoa - AP0330.",http://pb.olx.com.br/paraiba/imoveis/apartamento-residencial-para-locacao-bancarios-joao-pessoa-ap0330-389759646,1
,53,Valentina De Figueiredo,58064-727,R$ 1,2017-09-13,"aluga - se apartamento no Valentina próximo ao mercadinho Nova vida com 2 quartos 1sendo suíte , sala, cozinha , banheiro social ,área de serviço e terraço e garagem coberta qualquer coisa só ligar 988185126 ou 988520627",389765354,João Pessoa,2,450,Aluguel - apartamento padrão,Aluga - se apartamento,http://pb.olx.com.br/paraiba/imoveis/aluga-se-apartamento-389765354,1
50,,Portal do Sol,58046-518,,2017-09-13,"Casa duplex em condomínio fechado (Vila de 6 casas)Ref. Próximo a Contax, Honda Sul, Detran, Mangabeira Shopping.Piso Inferior: Sala, Cozinha, Área de ServiçoPiso Superior: 2 Quartos, WC",389664040,João Pessoa,2,500,Aluguel - casa em vila,Casa Duplex em Quadramares,http://pb.olx.com.br/paraiba/imoveis/casa-duplex-em-quadramares-389664040,1
,75,Planalto Boa Esperança,58065-140,,2017-09-14,"apartamento com três quartos sendo uma suíte sala para dois ambientes banheiro social cozinha, apartamento 75 m quadrado apartamento em ótima localização apartamento sendo térreo, o valor do aluguel já incluso Condomínio r$ 800,00 observação a água e a luz são individuais, telefone para contato e WhatsApp, Marcos Bezerra corretor de imóveis CRECI 6787F fotos do apto só mim no WhatsApp que eu mandarei, 98761,1970. observação Leia o anúncio!",389847523,João Pessoa,3,800,Aluguel - apartamento padrão,Apartamento para alugar no José Américo,http://pb.olx.com.br/paraiba/imoveis/apartamento-para-alugar-no-jose-americo-389847523,1
,,Funcionários Ii,58079-761,R$ 0,2017-09-14,"Alugo apartamento no valentina proximo ao city park, novo ninguém nunca morou falar comigo pelo whats ou liga localidade ótima de mora , proximo a integração do Valentina",389942017,João Pessoa,2,450,Aluguel - apartamento padrão,Apartamento,http://pb.olx.com.br/paraiba/imoveis/apartamento-389942017,1
,,Gramame,58068-148,R$ 0,2017-09-14,Ótimo apartamento No novo Milênio,390046521,João Pessoa,2,0,Aluguel - apartamento padrão,Apartamento,http://pb.olx.com.br/paraiba/imoveis/apartamento-390046521,1
,55,Planalto Boa Esperança,58065-156,R$ 50,2017-09-14,"Próximo a integração do Valentina, do DETRAN e da Vila Olímpica. Apartamento em ótimo estado.Para mais informações: (83) 99980- 1402 Whatsapp",390089864,João Pessoa,2,450,Aluguel - apartamento padrão,PROMOÇÃO! Aluga-se AP no Valentina!,http://pb.olx.com.br/paraiba/imoveis/promocao-aluga-se-ap-no-valentina-390089864,1
,,Jaguaribe,58015-570,,2017-09-12,"2 quartos ,sala, cozinha, banheiro, área de serviço, varanda, garagem, na principal de nova mangabeira whatsapp 83 986333960",389202762,João Pessoa,2,400,Aluguel - apartamento duplex/triplex,Aluga se apartamento em Nova Mangabeira,http://pb.olx.com.br/paraiba/imoveis/aluga-se-apartamento-em-nova-mangabeira-389202762,1
,,Varjão,58070-020,,2017-09-13,Quitinetes em ótima localização perto de padaria e supermercado e o número para vc ligar é esse (83) 98630-0014,389560494,João Pessoa,,200,,Lindis quitinetes,http://pb.olx.com.br/paraiba/imoveis/lindis-quitinetes-389560494,
,,Varadouro,58010-080,,2017-09-14,"aluga-se quarto 350 no centro de João Pessoa na rua Duarte lima N:490 , próximo a integração dos ônibus. água e luz pago por minha conta.estressados pode falar pelo watsap (83)9 9841-7762 ou ligar para (83)9 8880-3267 falar com edimar ou edneide",390117112,João Pessoa,,350,,Aluga-se quarto centro de João Pessoa,http://pb.olx.com.br/paraiba/imoveis/aluga-se-quarto-centro-de-joao-pessoa-390117112,
,90,Bessa,58035-220,,2017-09-12,"Apartamento com 90m, bem localizado é ventilado frente sul, com 3 quartos sendo uma suíte, área de serviço com dispensa",389250448,João Pessoa,3,1000,Aluguel - apartamento padrão,"Apartamento no bessa, na frente da praça do caju",http://pb.olx.com.br/paraiba/imoveis/apartamento-no-bessa-na-frente-da-praca-do-caju-389250448,1
,62,Bancários,58051-460,R$ 0,2017-09-13,"alugo apartamento 2/4 com 1 suíte na região mais tranquila e segura dos bancários. apartamento novo com excelente acabamento, porcelanato, preparação p/ split em todos os quartos, bancadas em granito, varanda, 1 vaga de garagem e região extremamente segura.imóvel novo (2 aluguel)58 mts2 2 quartos2 banheiros cozinha americana em granitoinstalação p/ splitporcelanatovaranda1 vaga de garagem*condomínio já incluso no aluguel",351715806,João Pessoa,2,850,Aluguel - apartamento padrão,"2/4 sendo 1 suíte, com varanda, excelente acabamento na região mais calma dos bancários",http://pb.olx.com.br/paraiba/imoveis/2-4-sendo-1-suite-com-varanda-excelente-acabamento-na-regiao-mais-calma-dos-bancarios-351715806,1
,,Tambaú,58039-120,,2017-09-15,"Contendo: 02 quartos, sendo 01 suite, sala para 02 ambientes, cozinha, DCE, area de serviço, varanda, wc social e 01 vaga de garagem. apartamento 701",390371750,João Pessoa,2,1200,Aluguel - apartamento padrão,Excelente apartamento no Bessa R1.200,http://pb.olx.com.br/paraiba/imoveis/excelente-apartamento-no-bessa-r1-200-390371750,1
,50,Tambaú,58039-050,,2017-09-15,"Apto de dois quartos, mobiliado sendo uma suíte, wc social, sala, cozinha americana, na melhor localização de Tambaú. na Av. Antônio lira, uma quadra da praia. próximo de farmácias, supermercados, bancos etc",390381785,João Pessoa,2,1850,Aluguel - apartamento padrão,Excelente apto em Tambaú mobiliado,http://pb.olx.com.br/paraiba/imoveis/excelente-apto-em-tambau-mobiliado-390381785,1
,250,Tambaú,58039-081,R$ 1350,2017-09-15,"Maravilhoso apto em Tambau com excelente localização (proximo ao colegio motiva ambiental) Posição nascente e sul. Apto com 4 suites, 1 escritorio, 1 banheiro social, sala para 3 ambientes, varanda gourmet,cozinha e copa, area de servico e dependencia de empregada.Possui armários embutidos em tds os quartos e cozinha completa.Apto pronto para morar! 5 vagas de garagem O prédio possui salao de festas, quadra, piscina e um hall amplo e moderno.Valor para aluguel 4.000,00 (com condomínio incluido)",390414464,João Pessoa,4,2650,Aluguel - apartamento padrão,Apto em Tambau,http://pb.olx.com.br/paraiba/imoveis/apto-em-tambau-390414464,5
200,,Portal do Sol,58046-900,R$ 400,2017-09-15,"Casa em ótimo estado com segurança privado, nos dos condomínio de alto padrão.contato: 83 98760-3613 oicontato: 83 99968-6559 tim",390385541,João Pessoa,3,2700,Aluguel - casa em condominio fechado,Cabo Branco Privê,http://pb.olx.com.br/paraiba/imoveis/cabo-branco-prive-390385541,2
62,,Paratibe,58062-110,R$ 0,2017-09-15,"Alugo casa em nova mangabeira com 2 quartos 1 suite, 1 WC social , cozinha americana, sala, área de serviço, terraço, garagem coberta, toda na Lage, gesso, gradeada e na cerâmica, há 30 metros da principal, perto de parada de ónibus e alternativo, farmácia, supermercado e padaria .casa em condomínio fechado mas não é conjugada. Maiores informações zap ou fone 988092665. Não respondo chat.",390526744,João Pessoa,2,500,Aluguel - casa em rua pública,Nova Mangabeira,http://pb.olx.com.br/paraiba/imoveis/nova-mangabeira-390526744,1
,,Manaíra,58038-000,,2017-09-15,"Excelente Casa 3 quartos, sendo 2 suítes, gabinete, DCE, 3 vagas de garagem, cozinha e sala para 2 ambientes.Contatos:Rilma Moraes: 83 99954-7272// 98880-0717 whats",390460563,João Pessoa,3,2000,Aluguel - casa em rua pública,Casa Manaíra,http://pb.olx.com.br/paraiba/imoveis/casa-manaira-390460563,
,,Jaguaribe,58015-430,,2017-09-14,"Alugo casa em mangabeira 7, próximo ao shopping mangabeira com 2 quartos, 2 banheiros sendo uma suíte, sala em L, cozinha e garagem (Sem quintal). Mais informações pelo WhatsApp: 98728-0929",389820977,João Pessoa,2,800,Aluguel - casa em rua pública,Casa em mangabeira 7,http://pb.olx.com.br/paraiba/imoveis/casa-em-mangabeira-7-389820977,1
,80,Tambaú,58039-120,,2017-09-15,"Contendo: 02 quartos, sendo 01 suite, wc social, cozinha , area de serviço 02 salas e 01 vaga de garagem. OTIMA LOCALIZAÇÃO",390377593,João Pessoa,2,1800,Aluguel - apartamento duplex/triplex,Excelente apartamento Duplex em Tambau R1.800,http://pb.olx.com.br/paraiba/imoveis/excelente-apartamento-duplex-em-tambau-r1-800-390377593,1
,160,Manaíra,58038-241,,2017-09-14,"Alugo em Tambaú, ótima localização próximo ao colégio Géo e Motiva e também do Mercado de Artesanato, com vista para o mar, apartamento amplo, com 4 dormitórios sendo 2 suítes, uma com banheira e varanda com vista do mar, varanda na sala e suíte, sala pra 3 ambientes, cozinha, dependência completa de empregada, área de serviço, despensa, wc social, 2 vagas na garagem...piscina e salão de festas, elevador panorâmico, rua com pouco tráfego de automóveis. Aluguel bem em conta.Alguns armários...R$ 2.500,00 já com o condomínio incluso.",389889447,João Pessoa,4,2500,Aluguel - apartamento padrão,"Tambaú 160m², 4/2, próx Motiva, Géo, Artesanato Ptc",http://pb.olx.com.br/paraiba/imoveis/tambau-160m-4-2-prox-motiva-geo-artesanato-ptc-389889447,2
110,,Cuiá,58075-679,,2017-09-15,Casa com três quartos e uma suíte. Com móveis e eletrodomésticos,390550997,João Pessoa,3,1500,Aluguel - casa em rua pública,Aluga se uma Excelente Casa Mobiliada,http://pb.olx.com.br/paraiba/imoveis/aluga-se-uma-excelente-casa-mobiliada-390550997,2
,110,Aeroclube,58036-880,,2017-09-15,"Não perca essa Oportunidade de Morar na Melhor Localização de João Pessoa-PB.Próximo ao Aeroclube, á 500 metros do Manaíra Shopping, próximo ao Hiper Bompreço e ao Carrefour. Apartamento no 7° Andar com 110 mtrs² . Vista para o Mar.03 Quartos (01 Suíte) Wc SocialSalaVaranda GourmetCozinha Área de ServiçoQuarto e Banheiro de Empregada 02 Vaga de Garagem Piscina Elevador Portaria 24hrs, Sistema de Segurança com câmeras e sensores.Condomínio com Água Incluso ALUGUEL+CONDOMÍNIO: R$ 1500,00Gustavo SiqueiraCorretor de Imóveis - CRECI: 8621As Melhores Oportunidades, o Imóvel Ideal para Você e sua Família!whatsapp: (83) 98872-1656Tim: (83) 99902-4812Fixo: (83) 3024-8482.apartamento , casa , aluguel , alugo , vendo , oportunidade , 02 quartos , 01 quarto , 03 quartos , 04 quartos , terreno , lote , cobertura , 03 suítes , 02 suítes , joão pessoa , nordeste, empresarial , residencial , ponto comercial , casa de esquina , cabo branco , tambaú , manaíra , tambauzinho , torre , bessa , miramar , jardim luna , Intermares , Centro, mangabeira, altiplano",390537375,João Pessoa,4,1500,Aluguel - apartamento padrão,"Bessa / Aeroclube- Apartamento 03 Quartos (01 Suíte) 7º Andar 02 Vagas de Garagem, Piscina",http://pb.olx.com.br/paraiba/imoveis/bessa-aeroclube-apartamento-03-quartos-01-suite-7-andar-02-vagas-de-garagem-piscina-390537375,2
,,Tambaú,58039-120,,2017-09-15,"Contendo: 02 quartos, sendo 01 suite, wc social, cozinha , area de serviço 02 salas e 01 vaga de garagem.",390568918,João Pessoa,2,1200,Aluguel - apartamento padrão,Excelente apartamento em Manaira R 1.200,http://pb.olx.com.br/paraiba/imoveis/excelente-apartamento-em-manaira-r-1-200-390568918,1
,55,Manaíra,58038-140,,2017-09-15,"Excelente Apartamento na Melhor Localização de Manaíra, 2º Andar, Nascente Sul, próximo á supermercados, farmácias, restaurantes, shoppings, padarias, hospital, praças e diversas Lojas comerciais !!Apartamento 02 Quartos sendo 01 Suíte Sala com Varanda GourmetWc SocialCozinha Área de serviço01 Vaga de GaragemElevadorPiscinaDeckChurrasqueiraEspaço GourmetCondomínio com Água e Gás inclusoAluguel + Condomínio R$ 1.500,00Gustavo SiqueiraCorretor de Imóveis - CRECI: 8621As Melhores Oportunidades, o Imóvel Ideal para Você e sua Família!whatsapp: (83) 98872-1656Tim: (83) 99902-4812Fixo: (83) 3024-8482.apartamento , casa , aluguel , alugo , vendo , oportunidade , 02 quartos , 01 quarto , 03 quartos , 04 quartos , terreno , lote , cobertura , 03 suítes , 02 suítes , joão pessoa , nordeste, empresarial , residencial , ponto comercial , casa de esquina , cabo branco , tambaú , manaíra , tambauzinho , torre , bessa , miramar , jardim luna , Intermares , Centro, mangabeira, altiplano",390575783,João Pessoa,2,1500,Aluguel - apartamento padrão,"Manaíra- Apartamento 02 Quartos( 01 Suíte), 01 Vaga de Garagem, Piscina. 200 mtrs da Praia",http://pb.olx.com.br/paraiba/imoveis/manaira-apartamento-02-quartos-01-suite-01-vaga-de-garagem-piscina-200-mtrs-da-praia-390575783,1
,,Tambaú,58039-120,,2017-09-15,"Contendo: 02 quartos, sendo 01 suite, wc social, cozinha , area de serviço, sala, e 01 vaga de garagem. OTIMA LOCALIZAÇÃOPREDIO COM PISCINAELEVADOR ACADEMIA",390577182,João Pessoa,2,1200,Aluguel - apartamento padrão,Excelente apartamento na AV. PEDRO II R1.200,http://pb.olx.com.br/paraiba/imoveis/excelente-apartamento-na-av-pedro-ii-r1-200-390577182,1
,70,Bessa,58035-150,,2017-09-15,Excelente apartamento na Praia do Bessa mobiliado sofá geladeira máquina de lavar microondas 1.50000Obs as pessoa interessada entre em contato eu envio as fotos pelo WhatsApp,390591449,João Pessoa,2,1500,Aluguel - apartamento padrão,Apartamento mobilado,http://pb.olx.com.br/paraiba/imoveis/apartamento-mobilado-390591449,2
,54,Gramame,58067-215,,2017-09-14,Alugo apto com armarios de cozinha completo e mesa projetada.guardaroupa de casal.guardaroupa de solteiro e sofa L.e painel grande na sala.todos os projetados brancos.localizado no parque do sol.valentina .$550 com condominio incluso,390030128,João Pessoa,2,550,Aluguel - apartamento padrão,Apartamento com moveis projetados,http://pb.olx.com.br/paraiba/imoveis/apartamento-com-moveis-projetados-390030128,1
,56,Mangabeira,58058-160,R$ 50,2017-09-15,"fica próximo ao corpo de Bombeiros , fica apenas 5 minutos pro shopping ,. É 550 mais fechamos com 500 com o condomínio encluso",390703402,João Pessoa,2,550,Aluguel - apartamento padrão,Apartamento em Mangabeira próximo ao Garrafão e ao shopping Mangabeira,http://pb.olx.com.br/paraiba/imoveis/apartamento-em-mangabeira-proximo-ao-garrafao-e-ao-shopping-mangabeira-390703402,1
,36,Cabo Branco,58045-150,,2017-09-15,"Chegou a oportunidade de morar à poucos metros do mar, a kitnet é ideal para quem busca praticidade e boa localização. Entre em contato hoje mesmo e marque uma visita. - 19/10/2017 - KN0004",390707448,João Pessoa,1,500,Aluguel - apartamento kitchenette,Kitnet à poucos metros da praia,http://pb.olx.com.br/paraiba/imoveis/kitnet-a-poucos-metros-da-praia-390707448,1
,54,Planalto Boa Esperança,58065-142,R$ 0,2017-09-14,"Alugo apartamento terreo no valentina.2 quartos sendo uma suite,estacionamento de frente pra o terraço do ap,piscina,porteiro 24 hrs. Valor 600,00 com condominio incluso.Contato Whats (83) 98881-9411 e (83) 99127-5274",390138376,João Pessoa,2,600,Aluguel - apartamento padrão,Apartamento terreo para alugar no Valentina,http://pb.olx.com.br/paraiba/imoveis/apartamento-terreo-para-alugar-no-valentina-390138376,1
,80,Ernesto Geisel,58075-512,R$ 60,2017-09-15,"ALUGO APARTAMENTO NO BAIRRO DO GEISEL Sala para 2 ambiente Cozinha espaçosa 3 quartos sendo 1 suíteCorredor Banheiro social Varanda Garagem coberta Lado da sombra 750,00 Qualquer coisa chamar no zap 986802029",390711977,João Pessoa,3,750,Aluguel - apartamento padrão,Alugo,http://pb.olx.com.br/paraiba/imoveis/alugo-390711977,1
